P01/P01_01	45097	45189	31
P01/P01_01	45165	45240	31
P01/P01_01	45185	45269	9
P01/P01_01	45297	45402	7
P01/P01_01	45468	45695	31
P01/P01_01	45729	45819	31
P01/P01_01	45763	45862	17
P01/P01_01	45894	45945	31
P01/P01_01	45966	46006	7
P01/P01_01	46050	46164	31
P01/P01_01	46172	46216	22
P01/P01_01	46215	46279	90
P01/P01_01	46284	46359	47
P01/P01_01	46483	48495	90
P01/P01_01	46540	46897	90
P01/P01_01	47359	49179	90
P01/P01_01	49172	49252	22
P01/P01_01	49273	49344	8
P01/P01_01	49344	49510	8
P01/P01_01	49456	49546	8
P01/P01_01	49614	49716	44
P01/P01_01	49753	50118	44
P01/P01_01	50348	50426	44
P01/P01_01	50442	50498	22
P01/P01_01	50504	50836	90
P01/P01_01	50842	51846	90
P01/P01_01	51855	51918	22
P01/P01_01	51960	52036	159
P01/P01_01	52175	52261	5
P01/P01_01	52252	52506	159
P01/P01_01	52528	53104	29
P01/P01_01	53155	53350	159
P01/P01_01	53371	53455	29
P01/P01_01	53452	54256	90
P01/P01_01	54250	54310	22
P01/P01_01	54316	54491	29
P01/P01_01	54559	54688	29
P01/P01_01	54685	54815	29
P01/P01_01	55056	55105	29
P01/P01_01	55298	55343	22
P01/P01_01	55299	55721	90
P01/P01_01	55717	55797	44
P01/P01_01	55906	56256	44
P01/P01_01	56307	56577	44
P01/P01_01	56727	57096	20
P01/P01_01	57102	57182	20
P01/P01_01	57237	57300	8
P01/P01_01	57303	57412	44
P01/P01_01	57556	58175	90
P01/P01_01	57569	57630	22
P01/P01_01	58225	58269	28
P01/P01_01	58275	58317	78
P01/P01_01	58404	59088	17
P01/P01_01	59018	59140	78
P01/P01_01	59185	59289	28
P01/P01_01	59376	59616	75
P01/P01_01	59672	59824	8
P01/P01_01	59830	60475	75
P01/P01_01	60460	60567	9
P01/P01_01	60596	60653	22
P01/P01_01	60654	61082	90
P01/P01_01	61092	61212	90
P01/P01_01	61233	61503	90
P01/P01_01	61524	61963	44
P01/P01_01	62015	62073	22
P01/P01_01	62102	62257	7
P01/P01_01	62217	62485	16
P01/P01_01	62413	62920	16
P01/P01_01	62491	62762	16
P01/P01_01	62778	62904	9
P01/P01_01	63100	63166	22
P01/P01_01	63112	64045	90
P01/P01_01	63992	64055	22
P01/P01_01	64449	64576	29
P01/P01_01	64522	64602	29
P01/P01_01	64625	64729	29
P01/P01_01	64741	65014	29
P01/P01_01	65020	65073	29
P01/P01_01	65186	65277	22
P01/P01_01	65248	65539	44
P01/P01_01	65655	66203	90
P01/P01_01	65941	67875	90
P01/P01_01	67915	68025	22
P01/P01_01	69785	70318	90
P01/P01_01	70329	70704	44
P01/P01_01	70714	70831	22
P01/P01_01	72849	72924	22
P01/P01_01	72911	73550	22
P01/P01_01	72919	73543	90
P01/P01_01	73536	73596	7
P01/P01_01	73663	73840	44
P01/P01_01	73894	74162	44
P01/P01_01	74168	74335	7
P01/P01_01	74873	74985	8
P01/P01_01	75063	75179	61
P01/P01_01	75839	75921	16
P01/P01_01	75900	76222	17
P01/P01_01	76255	76599	17
P01/P01_01	76353	76437	28
P01/P01_01	76567	76656	16
P01/P01_01	76843	76892	22
P01/P01_01	76903	77562	90
P01/P01_01	77373	77776	90
P01/P01_01	77757	77818	22
P01/P01_01	78270	78327	22
P01/P01_01	78376	78730	44
P01/P01_01	78688	78841	22
P01/P01_01	81219	81328	7
P01/P01_01	81315	81587	44
P01/P01_01	81586	81924	44
P01/P01_01	81960	82176	7
P01/P01_01	82183	82428	47
P01/P01_01	83567	83707	1
P01/P01_01	83793	84077	1
P01/P01_01	84118	84528	44
P01/P01_01	84580	84786	44
P01/P01_01	84780	84840	61
P01/P01_01	84882	85453	44
P01/P01_01	85452	85558	1
P01/P01_01	85568	85668	61
P01/P01_01	85702	85751	22
P01/P01_01	85769	85814	22
P01/P01_01	85843	86180	90
P01/P01_01	86181	86221	22
P01/P01_01	86217	86617	155
P01/P01_01	86228	86269	155
P01/P01_01	86293	86349	155
P01/P01_01	86577	86643	155
P01/P01_01	86631	86695	22
P01/P01_01	86692	87420	44
P01/P01_01	87320	87756	44
P01/P01_01	87762	88196	44
P01/P01_01	88202	90316	44
P01/P01_01	90271	90445	47
P01/P01_01	90483	91084	44
P01/P01_01	91090	91572	44
P01/P01_01	91440	92910	44
P01/P01_01	92925	92991	22
P01/P01_01	93006	93247	155
P01/P01_01	93266	93311	155
P01/P01_01	93332	93407	29
P01/P01_01	93409	93520	22
P01/P01_01	93457	93778	44
P01/P01_01	93649	94426	44
P01/P01_01	93751	93856	44
P01/P01_01	93862	93967	44
P01/P01_01	93988	94108	44
P01/P01_01	94433	94479	29
P01/P01_01	94451	94518	22
P01/P01_01	94522	94637	4
P01/P01_01	94666	94749	4
P01/P01_01	94753	94809	22
P01/P01_01	94806	95553	44
P01/P01_01	95632	95991	44
P01/P01_01	96040	96362	44
P01/P01_01	96366	97087	44
P01/P01_01	96374	97123	44
P01/P01_01	97089	97230	22
P01/P01_01	97259	97387	1
P01/P01_01	97516	97617	3
P01/P01_01	97624	97782	1
P01/P01_01	97807	98014	1
P01/P01_01	98021	98112	61
P01/P01_01	98098	98167	3
P01/P01_01	98257	98383	4
P01/P01_01	98424	98501	4
P01/P01_02	304	410	4
P01/P01_02	516	556	25
P01/P01_02	607	1087	209
P01/P01_02	1102	1147	25
P01/P01_02	1260	1353	4
P01/P01_02	1441	1515	21
P01/P01_02	1471	1552	21
P01/P01_02	1575	1638	3
P01/P01_02	1605	1755	21
P01/P01_02	1722	1810	71
P01/P01_02	1812	1947	71
P01/P01_02	1948	2132	21
P01/P01_02	2078	2142	18
P01/P01_02	2129	2474	18
P01/P01_02	2505	2557	5
P01/P01_02	2561	2966	5
P01/P01_02	2970	3001	5
P01/P01_02	3019	3068	4
P01/P01_02	3053	3631	4
P01/P01_02	3627	3805	4
P01/P01_02	3789	3847	4
P01/P01_02	3853	3891	22
P01/P01_02	3996	4057	3
P01/P01_02	4042	4162	22
P01/P01_02	4159	4639	22
P01/P01_02	4570	4873	22
P01/P01_02	4807	4920	22
P01/P01_02	4926	4975	42
P01/P01_02	4974	5300	42
P01/P01_02	5284	5383	42
P01/P01_02	5387	5482	1
P01/P01_02	5488	5743	1
P01/P01_02	5742	6072	1
P01/P01_02	6078	6504	1
P01/P01_02	6550	6677	42
P01/P01_02	6550	6654	1
P01/P01_02	6645	6735	42
P01/P01_02	6801	6958	1
P01/P01_02	7001	7436	1
P01/P01_02	7507	7882	1
P01/P01_02	7888	8179	1
P01/P01_02	8179	8275	1
P01/P01_02	8311	8431	19
P01/P01_02	8452	8797	19
P01/P01_02	8863	9133	19
P01/P01_02	9139	9214	19
P01/P01_02	9225	9287	131
P01/P01_02	9282	9423	131
P01/P01_02	9340	9816	131
P01/P01_02	9803	9837	21
P01/P01_02	9890	10004	131
P01/P01_02	10098	10160	7
P01/P01_02	10249	10287	21
P01/P01_02	10292	10412	7
P01/P01_02	10378	10422	21
P01/P01_02	10424	10529	3
P01/P01_02	10521	10587	12
P01/P01_02	10593	10783	7
P01/P01_02	10888	11322	131
P01/P01_02	11328	11944	131
P01/P01_02	11974	12030	131
P01/P01_02	12025	12135	42
P01/P01_02	12145	12639	42
P01/P01_02	12489	13015	42
P01/P01_02	13048	13105	42
P01/P01_02	13101	13176	22
P01/P01_02	13599	13686	22
P01/P01_02	13822	13870	1
P01/P01_02	13876	14336	1
P01/P01_02	14342	14772	1
P01/P01_02	14739	14937	1
P01/P01_02	14955	15204	1
P01/P01_02	15145	15234	1
P01/P01_02	15226	15686	1
P01/P01_02	15240	15779	1
P01/P01_02	15404	15496	78
P01/P01_02	15477	15852	1
P01/P01_02	15750	16254	1
P01/P01_02	16235	16710	1
P01/P01_02	16734	17152	1
P01/P01_02	16752	17321	1
P01/P01_02	17327	17458	1
P01/P01_02	17404	17486	5
P01/P01_02	17479	17724	5
P01/P01_02	17728	17773	18
P01/P01_02	17729	17818	5
P01/P01_02	17779	17976	18
P01/P01_02	17980	18027	18
P01/P01_02	18031	18076	4
P01/P01_02	18088	18328	4
P01/P01_02	18334	18495	4
P01/P01_02	18546	18670	4
P01/P01_02	18556	18601	19
P01/P01_02	18603	19149	19
P01/P01_02	19170	19455	19
P01/P01_02	19455	19620	19
P01/P01_02	19504	19632	21
P01/P01_02	19602	19662	21
P01/P01_02	19668	20025	21
P01/P01_02	19998	20043	32
P01/P01_02	20049	20565	21
P01/P01_02	20571	20826	32
P01/P01_02	20832	20952	32
P01/P01_02	20928	21138	33
P01/P01_02	20942	21540	33
P01/P01_02	21144	21294	32
P01/P01_02	21582	21931	78
P01/P01_02	21892	22048	78
P01/P01_02	22054	22603	78
P01/P01_02	22662	22738	25
P01/P01_02	22739	22784	209
P01/P01_02	22788	22917	25
P01/P01_02	23001	23225	56
P01/P01_02	23225	23601	56
P01/P01_02	23607	24447	56
P01/P01_02	24256	24450	56
P01/P01_02	24456	24784	78
P01/P01_02	24789	24947	78
P01/P01_02	24809	25074	33
P01/P01_02	25059	25171	3
P01/P01_02	25159	25464	32
P01/P01_02	25469	25549	3
P01/P01_02	25555	25656	32
P01/P01_02	25663	25842	33
P01/P01_02	25828	26445	33
P01/P01_02	26466	26696	32
P01/P01_02	26687	26757	32
P01/P01_02	26757	26839	32
P01/P01_02	26814	27054	12
P01/P01_02	27070	27205	32
P01/P01_02	27226	27316	205
P01/P01_02	27322	27727	88
P01/P01_02	27828	27948	9
P01/P01_02	27949	28039	88
P01/P01_02	28087	28165	11
P01/P01_02	28107	28259	11
P01/P01_02	28386	28531	29
P01/P01_02	28554	28600	10
P01/P01_02	28620	28866	29
P01/P01_02	28927	29008	10
P01/P01_02	29241	29318	28
P01/P01_02	29340	29586	17
P01/P01_02	29592	29652	28
P01/P01_02	29628	29955	17
P01/P01_02	29679	29829	28
P01/P01_03	16	126	8
P01/P01_03	195	352	8
P01/P01_03	292	362	113
P01/P01_03	394	505	113
P01/P01_03	696	787	10
P01/P01_03	814	873	43
P01/P01_03	891	940	29
P01/P01_03	1012	1078	29
P01/P01_03	1112	1155	29
P01/P01_03	1180	1351	10
P01/P01_03	1486	1555	29
P01/P01_03	1495	1552	43
P01/P01_03	1641	1738	32
P01/P01_03	1828	2003	28
P01/P01_03	1978	2067	16
P01/P01_03	2144	2342	153
P01/P01_03	2285	2545	153
P01/P01_03	2740	2862	8
P01/P01_03	2881	2955	23
P01/P01_03	3045	3096	23
P01/P01_03	3102	3177	43
P01/P01_03	3183	3343	43
P01/P01_03	3340	3457	43
P01/P01_03	3472	3886	43
P01/P01_03	3892	3988	43
P01/P01_03	4175	4270	10
P01/P01_03	4276	4326	43
P01/P01_03	4328	4407	10
P01/P01_03	4578	4623	9
P01/P01_03	4700	4761	7
P01/P01_03	4767	4827	9
P01/P01_03	4910	4956	7
P01/P01_03	5000	5053	8
P01/P01_03	5114	5243	96
P01/P01_03	5264	5367	8
P01/P01_03	5541	5700	96
P01/P01_03	5700	5836	20
P01/P01_03	5856	5922	20
P01/P01_03	6006	6146	20
P01/P01_03	6230	6531	96
P01/P01_03	6459	6762	96
P01/P01_03	6800	6879	20
P01/P01_04	6	182	23
P01/P01_04	172	306	23
P01/P01_04	369	406	20
P01/P01_04	435	615	20
P01/P01_04	621	846	20
P01/P01_04	852	1032	39
P01/P01_04	1134	1209	8
P01/P01_04	1180	1362	39
P01/P01_04	1366	1456	8
P01/P01_04	1544	1840	153
P01/P01_04	1845	2102	153
P01/P01_04	2239	2328	153
P01/P01_04	2481	2527	71
P01/P01_04	2530	2668	71
P01/P01_04	2716	2808	3
P01/P01_04	2814	3144	23
P01/P01_04	3150	3369	7
P01/P01_04	3439	3760	23
P01/P01_04	3738	3779	3
P01/P01_04	3810	4032	23
P01/P01_04	4119	4278	33
P01/P01_04	4157	4307	12
P01/P01_04	4284	4324	3
P01/P01_04	4461	4766	12
P01/P01_04	4787	4922	28
P01/P01_04	4928	5108	28
P01/P01_04	5122	5167	16
P01/P01_04	5180	5436	17
P01/P01_04	5464	5916	17
P01/P01_04	5874	6021	28
P01/P01_04	5937	6036	16
P01/P01_04	6029	6119	29
P01/P01_05	248	355	10
P01/P01_05	390	484	110
P01/P01_05	481	522	29
P01/P01_05	524	853	84
P01/P01_05	849	973	110
P01/P01_05	979	1192	10
P01/P01_05	1339	1458	84
P01/P01_05	1530	1672	19
P01/P01_05	1651	1757	19
P01/P01_05	1801	1866	8
P01/P01_05	1845	2010	23
P01/P01_05	2087	2214	4
P01/P01_05	2217	2397	4
P01/P01_05	2418	2493	4
P01/P01_05	2529	2679	4
P01/P01_05	2760	2871	1
P01/P01_05	2907	2952	8
P01/P01_05	3054	3123	1
P01/P01_05	3264	3339	1
P01/P01_05	3378	3600	1
P01/P01_05	3613	3685	1
P01/P01_05	3871	4106	6
P01/P01_05	4217	4429	6
P01/P01_05	4641	4774	42
P01/P01_05	4777	4876	11
P01/P01_05	4882	4965	16
P01/P01_05	4993	5079	16
P01/P01_05	5152	5254	109
P01/P01_05	5593	5667	32
P01/P01_05	5671	6279	109
P01/P01_05	5673	6291	109
P01/P01_05	6285	6357	9
P01/P01_05	6363	6412	109
P01/P01_05	6591	6651	5
P01/P01_05	6654	6705	5
P01/P01_05	6716	6750	5
P01/P01_05	6765	6829	22
P01/P01_05	6901	7085	75
P01/P01_05	7179	7306	9
P01/P01_05	7215	7290	32
P01/P01_05	7302	7359	22
P01/P01_05	7311	7356	22
P01/P01_05	7376	7581	75
P01/P01_05	7587	7670	9
P01/P01_05	7736	8421	75
P01/P01_05	8387	8507	9
P01/P01_05	8525	8664	8
P01/P01_05	8530	8629	8
P01/P01_05	8670	8779	8
P01/P01_05	8794	8905	8
P01/P01_05	8895	9019	27
P01/P01_05	9151	9416	11
P01/P01_05	9412	9498	8
P01/P01_05	9567	9633	84
P01/P01_05	9693	9775	19
P01/P01_05	9893	9956	38
P01/P01_05	9985	10030	38
P01/P01_05	10083	10135	78
P01/P01_05	10130	10834	17
P01/P01_05	10821	10899	38
P01/P01_05	10840	10885	3
P01/P01_05	10938	11053	38
P01/P01_05	11050	11111	38
P01/P01_05	11206	11268	7
P01/P01_05	11424	11476	9
P01/P01_05	11474	11530	7
P01/P01_05	11494	11575	9
P01/P01_05	11566	11677	32
P01/P01_05	11706	11772	32
P01/P01_05	11811	11868	9
P01/P01_05	11860	11952	5
P01/P01_05	11954	11989	9
P01/P01_05	12030	12083	5
P01/P01_05	12082	12126	5
P01/P01_05	12165	13383	27
P01/P01_05	13389	14332	27
P01/P01_05	14209	14526	27
P01/P01_05	14592	15877	27
P01/P01_05	14869	15124	27
P01/P01_05	15883	16101	27
P01/P01_05	16033	17334	27
P01/P01_05	16072	16608	27
P01/P01_05	17281	17316	5
P01/P01_05	17307	17349	5
P01/P01_05	17409	17481	9
P01/P01_05	17472	17518	5
P01/P01_05	17521	17583	9
P01/P01_05	17630	17677	1
P01/P01_05	17691	17766	1
P01/P01_05	17777	17956	12
P01/P01_05	17811	17886	32
P01/P01_05	17962	18051	19
P01/P01_05	18115	18483	68
P01/P01_05	18607	18660	25
P01/P01_05	18666	18700	68
P01/P01_05	18792	18864	32
P01/P01_05	18867	18951	12
P01/P01_05	19534	19588	25
P01/P01_05	19612	19682	25
P01/P01_05	19773	20109	12
P01/P01_05	20089	20262	47
P01/P01_05	20269	20425	8
P01/P01_05	20461	20608	1
P01/P01_05	20630	20790	8
P01/P01_05	20848	20979	1
P01/P01_05	22468	22680	38
P01/P01_05	22797	22899	17
P01/P01_05	23055	23443	17
P01/P01_05	23418	23653	38
P01/P01_05	23800	24444	31
P01/P01_05	23923	23976	9
P01/P01_05	23980	24040	7
P01/P01_05	24046	24136	9
P01/P01_05	24163	24244	31
P01/P01_05	24297	24510	31
P01/P01_05	24514	24619	31
P01/P01_05	24778	24849	31
P01/P01_05	24829	24871	7
P01/P01_05	24891	25032	19
P01/P01_05	25051	25507	27
P01/P01_05	25541	25667	19
P01/P01_05	25941	26099	84
P01/P01_05	26351	26416	84
P01/P01_05	26422	27313	39
P01/P01_05	27554	27703	77
P01/P01_05	27685	27745	25
P01/P01_05	27900	28063	12
P01/P01_05	28137	28197	8
P01/P01_05	28235	28351	19
P01/P01_05	28342	28455	8
P01/P01_05	28540	28610	28
P01/P01_05	28652	28698	16
P01/P01_05	28711	28753	16
P01/P01_05	28837	28894	19
P01/P01_05	28900	28989	9
P01/P01_05	28990	29073	5
P01/P01_05	29125	29200	52
P01/P01_05	29401	29446	52
P01/P01_05	29531	29861	52
P01/P01_05	29893	30208	52
P01/P01_05	30457	30535	5
P01/P01_05	30627	30681	20
P01/P01_05	30721	30872	52
P01/P01_05	30953	31067	20
P01/P01_05	31133	31197	20
P01/P01_05	31384	31447	19
P01/P01_05	31540	31696	32
P01/P01_05	31772	31915	32
P01/P01_05	31957	32033	4
P01/P01_05	32240	32365	5
P01/P01_05	32310	32460	5
P01/P01_05	32583	32688	9
P01/P01_05	32673	32764	18
P01/P01_05	32762	32813	9
P01/P01_05	32841	32959	18
P01/P01_05	33731	33801	28
P01/P01_05	33876	34022	28
P01/P01_05	34050	34218	3
P01/P01_05	34140	34938	17
P01/P01_05	34918	34978	3
P01/P01_05	35052	35190	28
P01/P01_05	37786	38068	39
P01/P01_05	38190	38658	39
P01/P01_05	38757	38877	219
P01/P01_05	38977	39040	25
P01/P01_05	38999	39040	219
P01/P01_05	39031	39106	25
P01/P01_05	39207	39267	39
P01/P01_05	39357	40204	197
P01/P01_05	39523	40959	197
P01/P01_05	40726	40781	3
P01/P01_05	41224	41308	197
P01/P01_05	41365	41463	12
P01/P01_05	41505	41544	47
P01/P01_05	41702	41803	84
P01/P01_05	41819	42335	84
P01/P01_05	42351	42417	47
P01/P01_05	42488	42786	84
P01/P01_05	43010	43145	39
P01/P01_05	43559	44136	12
P01/P01_05	44247	44295	130
P01/P01_05	44387	44665	130
P01/P01_05	44942	45051	130
P01/P01_05	46825	46876	9
P01/P01_05	46900	47047	168
P01/P01_05	47286	47353	168
P01/P01_05	47366	47412	7
P01/P01_05	47478	47938	7
P01/P01_05	47988	48033	7
P01/P01_05	48415	48528	47
P01/P01_05	53075	53284	1
P01/P01_05	54603	54703	47
P01/P01_05	56743	56905	9
P01/P01_05	56924	57139	9
P01/P01_05	57062	57136	9
P01/P01_05	57142	57319	160
P01/P01_05	57415	57514	286
P01/P01_05	57471	58033	286
P01/P01_05	58093	58236	286
P01/P01_05	58308	58443	9
P01/P01_05	58363	58401	9
P01/P01_05	58392	58452	9
P01/P01_05	58608	58638	168
P01/P01_05	58689	58836	84
P01/P01_05	58945	59001	84
P01/P01_05	59150	59373	84
P01/P01_05	59416	59568	84
P01/P01_05	59655	59800	84
P01/P01_05	59820	60036	84
P01/P01_05	60042	60190	84
P01/P01_05	61845	62008	84
P01/P01_05	62058	62157	84
P01/P01_05	62371	62457	84
P01/P01_05	63005	63108	84
P01/P01_05	63502	64879	84
P01/P01_05	64885	64948	168
P01/P01_05	64954	65002	5
P01/P01_05	65052	65211	27
P01/P01_05	65279	65341	5
P01/P01_05	65350	65488	47
P01/P01_05	65563	65665	168
P01/P01_05	65668	65728	47
P01/P01_05	65986	66404	84
P01/P01_05	66410	66645	84
P01/P01_05	66755	67619	84
P01/P01_05	67620	67816	84
P01/P01_05	67822	68000	84
P01/P01_05	68006	68385	84
P01/P01_05	68434	68515	168
P01/P01_05	68937	69003	47
P01/P01_05	69950	70063	47
P01/P01_05	70050	70123	1
P01/P01_05	70200	70311	42
P01/P01_05	70321	70516	27
P01/P01_05	70573	70663	1
P01/P01_05	70987	71266	27
P01/P01_05	71338	71412	42
P01/P01_05	71463	71555	24
P01/P01_05	71554	71615	24
P01/P01_05	71666	71707	84
P01/P01_05	71742	71816	18
P01/P01_05	71811	71889	27
P01/P01_05	71895	72697	84
P01/P01_05	72797	73179	1
P01/P01_05	72799	72887	1
P01/P01_05	73179	73603	1
P01/P01_05	73568	73630	3
P01/P01_05	73626	73683	24
P01/P01_05	73689	73854	24
P01/P01_05	73858	74264	24
P01/P01_05	74253	74529	24
P01/P01_05	74491	74665	24
P01/P01_05	74655	74699	331
P01/P01_05	74709	74833	331
P01/P01_05	74909	75352	331
P01/P01_05	75356	75523	331
P01/P01_05	75526	75600	331
P01/P01_05	75751	75824	5
P01/P01_05	75823	76139	37
P01/P01_06	34	91	4
P01/P01_06	132	196	5
P01/P01_06	344	426	25
P01/P01_06	433	711	209
P01/P01_06	733	777	25
P01/P01_06	865	1013	4
P01/P01_06	1060	1201	19
P01/P01_06	1153	1653	19
P01/P01_06	1266	1348	19
P01/P01_06	1320	1406	16
P01/P01_06	1721	1841	197
P01/P01_06	1824	1887	197
P01/P01_06	1957	2211	153
P01/P01_06	2239	2405	153
P01/P01_06	2512	2982	153
P01/P01_06	3014	3121	153
P01/P01_06	3324	3373	21
P01/P01_06	3427	3556	71
P01/P01_06	3567	3665	71
P01/P01_06	3654	3725	18
P01/P01_06	3720	3870	3
P01/P01_06	3867	4155	18
P01/P01_06	4146	4207	18
P01/P01_06	4210	4243	7
P01/P01_06	4249	4387	7
P01/P01_06	4390	4430	7
P01/P01_06	4429	4504	5
P01/P01_06	4506	4857	5
P01/P01_06	4860	4936	5
P01/P01_06	4917	4966	19
P01/P01_06	5000	5454	19
P01/P01_06	5505	5649	19
P01/P01_06	5656	5699	168
P01/P01_06	5694	6446	168
P01/P01_06	6450	6505	168
P01/P01_06	6511	6583	5
P01/P01_06	6619	7000	5
P01/P01_06	6970	7035	5
P01/P01_06	7083	7130	16
P01/P01_06	7134	7318	16
P01/P01_06	7331	7397	16
P01/P01_06	7399	7479	4
P01/P01_06	7423	7489	4
P01/P01_06	7469	7523	3
P01/P01_06	7504	7639	4
P01/P01_06	7647	8283	4
P01/P01_06	8310	8454	4
P01/P01_06	8460	8550	4
P01/P01_06	8595	8751	1
P01/P01_06	8686	8850	1
P01/P01_06	8840	8931	1
P01/P01_06	8917	9242	1
P01/P01_06	9214	9580	1
P01/P01_06	9582	9626	1
P01/P01_06	9617	9696	42
P01/P01_06	9701	10252	42
P01/P01_06	10258	10336	42
P01/P01_06	10309	10500	1
P01/P01_06	10485	11589	1
P01/P01_06	10506	10590	1
P01/P01_06	11593	11655	1
P01/P01_06	11698	11770	42
P01/P01_06	11840	12403	19
P01/P01_06	12409	12439	21
P01/P01_06	12600	12738	3
P01/P01_06	12811	12876	3
P01/P01_06	12864	13620	19
P01/P01_06	13617	14431	19
P01/P01_06	14544	14616	19
P01/P01_06	14667	14890	16
P01/P01_06	14848	15165	16
P01/P01_06	15155	15246	16
P01/P01_06	15252	16119	1
P01/P01_06	16125	16200	1
